sid,cid,Semester,Grade,GPA
245,219,8,C,1.32
265,219,8,F,1.62
308,219,8,C-,2.18
339,219,8,C+,1.63
460,219,8,B+,2.9
548,219,8,A-,3.12
665,219,8,A,3.59
738,219,8,C+,1.8
797,219,8,D,1.71
821,219,8,C,1.81
1027,219,8,B,2.3
1048,219,8,D,1.76
1304,219,8,D,1.64
487,227,8,D,1.53
821,227,8,F,1.81
1257,227,8,C-,2.58
39,234,8,B+,3.52
210,234,8,W,2.6
237,234,8,A,3.58
272,234,8,B,2.96
431,234,8,C,2.06
616,234,8,A-,2.78
272,249,8,C-,2.96
391,249,8,D+,2.5
119,250,8,A,3.55
135,250,8,A,2.97
136,250,8,B+,2.9
210,250,8,D+,2.6
226,250,8,B-,2.05
237,250,8,A-,3.58
242,250,8,C-,2.18
354,250,8,B-,3.73
573,250,8,C,2.27
601,250,8,B,2.78
616,250,8,B,2.78
746,250,8,B+,3.48
846,250,8,A,3.91
980,250,8,D+,2.11
128,257,8,B+,2.71
245,257,8,D,1.32
265,257,8,C+,1.62
308,257,8,C-,2.18
460,257,8,B-,2.9
548,257,8,B,3.12
665,257,8,B-,3.59
738,257,8,D+,1.8
797,257,8,D,1.71
1027,257,8,B,2.3
1207,257,8,C+,2.92
1304,257,8,B-,1.64
531,289,8,B,2.43
339,305,8,B,1.63
487,305,8,B-,1.53
1001,305,8,C,2.86
205,311,8,A-,2.11
218,311,8,C+,2.81
582,311,8,B+,2.07
677,311,8,B,2.26
738,311,8,B-,1.8
831,311,8,A,2.46
902,311,8,B-,1.49
1173,311,8,A,3.26
1207,311,8,B-,2.92
1211,311,8,C+,2.26
128,313,8,W,2.71
245,313,8,D,1.32
265,313,8,D,1.62
308,313,8,D+,2.18
665,313,8,A,3.59
797,313,8,F,1.71
821,313,8,B,1.81
1027,313,8,C,2.3
1053,313,8,F(1),1.23
1257,313,8,A-,2.58
1304,313,8,F,1.64
130,315,8,C,1.72
205,315,8,A,2.11
218,315,8,B+,2.81
350,315,8,C+,1.97
364,315,8,B,2.65
453,315,8,B,2.4
504,315,8,B,1.92
582,315,8,C+,2.07
677,315,8,C+,2.26
738,315,8,C+,1.8
795,315,8,C,1.93
831,315,8,B,2.46
902,315,8,C,1.49
1173,315,8,B,3.26
1211,315,8,B-,2.26
128,356,8,B+,2.71
245,356,8,D+,1.32
265,356,8,D+,1.62
308,356,8,C,2.18
460,356,8,B+,2.9
548,356,8,A,3.12
665,356,8,A,3.59
797,356,8,C,1.71
1027,356,8,B,2.3
1048,356,8,B,1.76
1207,356,8,A,2.92
1257,356,8,B-,2.58
1304,356,8,B-,1.64
453,23,9,B+,2.4
601,23,9,B+,2.78
272,36,9,A,2.96
831,36,9,B+,2.46
902,36,9,D,1.49
205,98,9,D+,2.11
350,98,9,B-,1.97
504,98,9,F,1.92
1257,257,9,B+,2.58
339,289,9,D+,1.63
391,289,9,B,2.5
460,289,9,A-,2.9
665,289,9,A,3.59
1027,289,9,C+,2.3
130,313,9,B-,1.72
582,313,9,B-,2.07
846,313,9,A,3.91
1053,313,9,B-,1.23
1173,313,9,B+,3.26
130,326,9,B,1.72
210,326,9,B-,2.6
453,326,9,A,2.4
504,326,9,B-,1.92
582,326,9,C-,2.07
601,326,9,B+,2.78
831,326,9,A-,2.46
846,326,9,A,3.91
902,326,9,C+,1.49
39,351,9,A,3.52
205,351,9,C+,2.11
210,351,9,C+,2.6
237,351,9,A,3.58
242,351,9,B,2.18
272,351,9,A-,2.96
354,351,9,A,3.73
391,351,9,A,2.5
573,351,9,C+,2.27
339,16,10,D,1.63
738,16,10,F,1.8
1100,16,10,A,3.26
94,35,10,C-,1.72
95,35,10,A,3.16
105,35,10,D,1.67
127,35,10,A,3.56
169,35,10,C-,2.52
231,35,10,C,3.2
300,35,10,F,0
301,35,10,B,3.12
326,35,10,C+,2.38
331,35,10,C,1.87
362,35,10,F(2),0
398,35,10,C-,2.24
432,35,10,D,1.8
505,35,10,A,3.02
540,35,10,D+,2.28
564,35,10,B,2.78
605,35,10,D,2.29
623,35,10,C+,2.85
661,35,10,B-,3.31
727,35,10,D+,2.48
775,35,10,C+,3.8
869,35,10,A,3.7
949,35,10,C,2.3
979,35,10,D+,1.85
984,35,10,A,3.54
1276,35,10,C,2.26
1311,35,10,B-,1.89
128,41,10,B,2.71
245,41,10,B+,1.32
265,41,10,C+,1.62
276,41,10,D,1.77
308,41,10,A-,2.18
339,41,10,D+,1.63
460,41,10,B-,2.9
531,41,10,A-,2.43
548,41,10,A,3.12
665,41,10,A,3.59
791,41,10,B-,2.63
797,41,10,D,1.71
1027,41,10,B,2.3
1048,41,10,C,1.76
1100,41,10,B,3.26
1257,41,10,B+,2.58
39,44,10,B,3.52
119,44,10,B,3.55
135,44,10,B-,2.97
136,44,10,B,2.9
210,44,10,B,2.6
226,44,10,W,2.05
237,44,10,B-,3.58
242,44,10,C,2.18
272,44,10,C+,2.96
391,44,10,C-,2.5
573,44,10,B-,2.27
601,44,10,A,2.78
738,44,10,D,1.8
746,44,10,B,3.48
846,44,10,A-,3.91
980,44,10,C-,2.11
39,54,10,B-,3.52
119,54,10,A,3.55
135,54,10,B+,2.97
136,54,10,A,2.9
210,54,10,C+,2.6
226,54,10,C+,2.05
237,54,10,A,3.58
242,54,10,C-,2.18
272,54,10,A,2.96
391,54,10,B,2.5
573,54,10,W,2.27
601,54,10,A,2.78
738,54,10,C,1.8
746,54,10,A,3.48
846,54,10,A,3.91
130,78,10,C-,1.72
205,78,10,C,2.11
218,78,10,C+,2.81
226,78,10,C,2.05
242,78,10,B-,2.18
350,78,10,C+,1.97
354,78,10,A-,3.73
364,78,10,B,2.65
391,78,10,C-,2.5
431,78,10,D+,2.06
453,78,10,B-,2.4
504,78,10,C+,1.92
531,78,10,C+,2.43
573,78,10,B-,2.27
582,78,10,C,2.07
677,78,10,B-,2.26
795,78,10,B,1.93
831,78,10,C,2.46
980,78,10,C,2.11
1173,78,10,B,3.26
1207,78,10,F,2.92
339,79,10,D,1.63
531,79,10,C+,2.43
791,79,10,C-,2.63
1100,79,10,A,3.26
665,85,10,B,3.59
1027,85,10,B-,2.3
1257,85,10,C+,2.58
265,88,10,B-,1.62
460,88,10,B,2.9
665,88,10,B+,3.59
1027,88,10,B,2.3
1207,88,10,D,2.92
1257,88,10,B,2.58
128,98,10,B-,2.71
245,98,10,F,1.32
265,98,10,B-,1.62
308,98,10,B,2.18
460,98,10,B-,2.9
548,98,10,C+,3.12
738,98,10,D,1.8
797,98,10,C,1.71
1100,98,10,C+,3.26
1207,98,10,C,2.92
1304,98,10,C-,1.64
39,116,10,A,3.52
119,116,10,A,3.55
135,116,10,A,2.97
136,116,10,B+,2.9
210,116,10,B+,2.6
226,116,10,C+,2.05
237,116,10,A,3.58
242,116,10,C+,2.18
272,116,10,B,2.96
354,116,10,B+,3.73
391,116,10,C+,2.5
573,116,10,A-,2.27
601,116,10,A,2.78
746,116,10,A,3.48
846,116,10,A,3.91
980,116,10,C,2.11
39,122,10,A,3.52
119,122,10,B+,3.55
135,122,10,B,2.97
136,122,10,B,2.9
210,122,10,B+,2.6
226,122,10,C-,2.05
237,122,10,B+,3.58
242,122,10,B-,2.18
272,122,10,B-,2.96
354,122,10,A,3.73
391,122,10,B,2.5
573,122,10,C,2.27
601,122,10,A,2.78
746,122,10,A,3.48
846,122,10,A,3.91
980,122,10,C,2.11
95,162,10,B,3.16
128,162,10,C,2.71
245,162,10,D,1.32
265,162,10,F(3),1.62
308,162,10,D,2.18
460,162,10,B-,2.9
548,162,10,A,3.12
665,162,10,B,3.59
797,162,10,C,1.71
1027,162,10,C+,2.3
1048,162,10,C-,1.76
1207,162,10,D,2.92
1257,162,10,C+,2.58
1304,162,10,F,1.64
231,173,10,P,3.2
326,173,10,P,2.38
331,173,10,P,1.87
105,180,10,D,1.67
169,180,10,C+,2.52
432,180,10,C,1.8
979,180,10,D,1.85
984,180,10,B-,3.54
94,193,10,C,1.72
95,193,10,B,3.16
105,193,10,F,1.67
127,193,10,B-,3.56
169,193,10,C+,2.52
300,193,10,F(2),0
301,193,10,A-,3.12
362,193,10,F(2),0
398,193,10,C-,2.24
432,193,10,D,1.8
505,193,10,B,3.02
540,193,10,C-,2.28
564,193,10,C-,2.78
605,193,10,D,2.29
623,193,10,C,2.85
661,193,10,C+,3.31
727,193,10,D+,2.48
775,193,10,B-,3.8
869,193,10,B,3.7
949,193,10,C+,2.3
979,193,10,D,1.85
984,193,10,B-,3.54
1001,193,10,B-,2.86
1276,193,10,C,2.26
1311,193,10,B,1.89
130,194,10,D+,1.72
205,194,10,D+,2.11
218,194,10,C+,2.81
350,194,10,C,1.97
364,194,10,D+,2.65
431,194,10,F,2.06
453,194,10,B-,2.4
504,194,10,C-,1.92
582,194,10,C,2.07
677,194,10,D+,2.26
795,194,10,C-,1.93
831,194,10,C+,2.46
1173,194,10,B,3.26
226,199,10,C+,2.05
601,199,10,C+,2.78
130,205,10,D,1.72
205,205,10,C+,2.11
218,205,10,B-,2.81
350,205,10,B-,1.97
364,205,10,B,2.65
453,205,10,C+,2.4
504,205,10,C,1.92
582,205,10,C+,2.07
677,205,10,B+,2.26
738,205,10,C+,1.8
795,205,10,C,1.93
831,205,10,B-,2.46
1173,205,10,B+,3.26
276,219,10,D,1.77
487,219,10,F,1.53
505,219,10,C-,3.02
95,220,10,A-,3.16
205,220,10,C+,2.11
218,220,10,A,2.81
350,220,10,B,1.97
364,220,10,A-,2.65
453,220,10,B-,2.4
460,220,10,B+,2.9
504,220,10,B,1.92
665,220,10,A-,3.59
677,220,10,B+,2.26
795,220,10,B-,1.93
831,220,10,B+,2.46
1027,220,10,B+,2.3
1173,220,10,A,3.26
94,227,10,D,1.72
105,227,10,C-,1.67
127,227,10,A-,3.56
169,227,10,C+,2.52
300,227,10,F(2),0
362,227,10,F(2),0
398,227,10,C,2.24
432,227,10,C,1.8
540,227,10,C+,2.28
564,227,10,D+,2.78
605,227,10,F,2.29
623,227,10,C+,2.85
661,227,10,C+,3.31
727,227,10,C,2.48
775,227,10,B-,3.8
791,227,10,C,2.63
869,227,10,C,3.7
949,227,10,B,2.3
979,227,10,C-,1.85
984,227,10,C-,3.54
1001,227,10,C-,2.86
1276,227,10,B-,2.26
1311,227,10,D,1.89
105,231,10,D+,1.67
169,231,10,B,2.52
432,231,10,C+,1.8
979,231,10,C-,1.85
984,231,10,A,3.54
130,243,10,F,1.72
205,243,10,D,2.11
218,243,10,B-,2.81
350,243,10,C,1.97
364,243,10,C+,2.65
431,243,10,D,2.06
453,243,10,C-,2.4
504,243,10,C+,1.92
582,243,10,B-,2.07
677,243,10,A,2.26
795,243,10,B,1.93
831,243,10,B-,2.46
1173,243,10,A-,3.26
130,250,10,D+,1.72
205,250,10,C,2.11
218,250,10,C-,2.81
350,250,10,C-,1.97
364,250,10,C,2.65
431,250,10,C-,2.06
453,250,10,C,2.4
504,250,10,C-,1.92
582,250,10,C+,2.07
677,250,10,C+,2.26
795,250,10,C+,1.93
831,250,10,C,2.46
1173,250,10,A-,3.26
487,257,10,D,1.53
276,280,10,F(2),1.77
95,288,10,B,3.16
128,288,10,B+,2.71
245,288,10,C-,1.32
265,288,10,C,1.62
276,288,10,C+,1.77
308,288,10,B-,2.18
460,288,10,B,2.9
531,288,10,B+,2.43
548,288,10,A-,3.12
665,288,10,B,3.59
797,288,10,D,1.71
1027,288,10,C+,2.3
1048,288,10,B+,1.76
1207,288,10,D+,2.92
1257,288,10,B-,2.58
1304,288,10,D,1.64
128,289,10,C,2.71
245,289,10,D,1.32
308,289,10,D+,2.18
548,289,10,A,3.12
738,289,10,D,1.8
797,289,10,C-,1.71
1048,289,10,F,1.76
1304,289,10,F,1.64
94,305,10,B,1.72
127,305,10,B+,3.56
231,305,10,C+,3.2
300,305,10,F(2),0
301,305,10,B-,3.12
326,305,10,C+,2.38
331,305,10,C,1.87
362,305,10,F(2),0
398,305,10,C+,2.24
505,305,10,A-,3.02
540,305,10,A,2.28
564,305,10,B-,2.78
605,305,10,C,2.29
623,305,10,B+,2.85
661,305,10,B,3.31
727,305,10,B,2.48
775,305,10,A,3.8
869,305,10,B,3.7
949,305,10,B-,2.3
1276,305,10,B,2.26
1311,305,10,C,1.89
487,313,10,D+,1.53
1001,313,10,A,2.86
94,326,10,D,1.72
127,326,10,B-,3.56
300,326,10,F(2),0
362,326,10,F(2),0
398,326,10,F,2.24
540,326,10,D+,2.28
564,326,10,D,2.78
605,326,10,F,2.29
623,326,10,C-,2.85
661,326,10,C+,3.31
727,326,10,D,2.48
775,326,10,C+,3.8
791,326,10,C-,2.63
869,326,10,B,3.7
949,326,10,C+,2.3
1001,326,10,B,2.86
1276,326,10,D+,2.26
1311,326,10,D,1.89
39,341,10,B,3.52
119,341,10,A,3.55
135,341,10,B,2.97
136,341,10,B-,2.9
210,341,10,B-,2.6
226,341,10,C-,2.05
237,341,10,A,3.58
242,341,10,C-,2.18
272,341,10,B-,2.96
354,341,10,A,3.73
391,341,10,C,2.5
573,341,10,B-,2.27
601,341,10,A,2.78
746,341,10,A,3.48
846,341,10,A,3.91
980,341,10,D,2.11
339,356,10,C,1.63
487,356,10,D+,1.53
791,356,10,A,2.63
1100,356,10,A,3.26
95,1,11,A,3.16
128,1,11,A,2.71
245,1,11,C,1.32
276,1,11,D,1.77
308,1,11,D,2.18
339,1,11,C-,1.63
460,1,11,C,2.9
531,1,11,C,2.43
548,1,11,A,3.12
665,1,11,B-,3.59
791,1,11,C,2.63
797,1,11,C,1.71
1027,1,11,C,2.3
1048,1,11,D+,1.76
1100,1,11,C-,3.26
1207,1,11,F,2.92
1257,1,11,A,2.58
881,14,11,C-,2.42
738,16,11,B-,1.8
1012,16,11,A,3.7
169,31,11,C-,2.52
979,31,11,F,1.85
984,31,11,A,3.54
575,35,11,D,2.27
1012,35,11,A,3.7
487,36,11,C-,1.53
1001,36,11,D+,2.86
130,54,11,D,1.72
205,54,11,D,2.11
218,54,11,B+,2.81
350,54,11,B-,1.97
364,54,11,C+,2.65
431,54,11,C,2.06
453,54,11,B,2.4
504,54,11,B-,1.92
582,54,11,D,2.07
677,54,11,A,2.26
795,54,11,B-,1.93
831,54,11,A,2.46
1173,54,11,B,3.26
39,74,11,A,3.52
119,74,11,A,3.55
135,74,11,C,2.97
136,74,11,C+,2.9
210,74,11,A,2.6
226,74,11,C-,2.05
237,74,11,A,3.58
242,74,11,B-,2.18
272,74,11,B+,2.96
354,74,11,A,3.73
391,74,11,B-,2.5
573,74,11,B,2.27
601,74,11,B,2.78
746,74,11,A,3.48
846,74,11,A,3.91
980,74,11,D,2.11
95,78,11,C+,3.16
128,78,11,C+,2.71
460,78,11,C,2.9
665,78,11,C,3.59
738,78,11,B-,1.8
1027,78,11,C-,2.3
1257,78,11,C-,2.58
1048,79,11,D,1.76
339,85,11,D,1.63
791,85,11,D+,2.63
1100,85,11,B,3.26
1311,85,11,C+,1.89
218,96,11,B+,2.81
242,96,11,C+,2.18
339,96,11,F,1.63
350,96,11,C-,1.97
364,96,11,B,2.65
677,96,11,C+,2.26
795,96,11,B-,1.93
881,96,11,C+,2.42
245,98,11,D+,1.32
130,116,11,C-,1.72
205,116,11,C+,2.11
218,116,11,C-,2.81
350,116,11,D+,1.97
364,116,11,C,2.65
431,116,11,D,2.06
453,116,11,C-,2.4
504,116,11,B-,1.92
582,116,11,C+,2.07
677,116,11,C+,2.26
738,116,11,C+,1.8
795,116,11,C,1.93
831,116,11,A-,2.46
1173,116,11,A-,3.26
128,130,11,C,2.71
245,130,11,D+,1.32
265,130,11,F,1.62
276,130,11,C-,1.77
308,130,11,D,2.18
460,130,11,C-,2.9
487,130,11,B-,1.53
531,130,11,C+,2.43
548,130,11,B,3.12
665,130,11,B-,3.59
797,130,11,C,1.71
1027,130,11,C,2.3
1048,130,11,D,1.76
1207,130,11,F(2),2.92
1257,130,11,B,2.58
1304,130,11,C,1.64
130,139,11,C,1.72
205,139,11,C-,2.11
210,139,11,A-,2.6
218,139,11,A,2.81
350,139,11,C+,1.97
364,139,11,B-,2.65
431,139,11,C+,2.06
453,139,11,B+,2.4
504,139,11,B,1.92
582,139,11,C,2.07
677,139,11,B-,2.26
738,139,11,C-,1.8
795,139,11,C,1.93
831,139,11,A,2.46
1173,139,11,B,3.26
398,140,11,C+,2.24
564,140,11,C-,2.78
661,140,11,A-,3.31
775,140,11,A,3.8
869,140,11,B+,3.7
949,140,11,C-,2.3
1001,140,11,B-,2.86
265,162,11,B+,1.62
339,162,11,B,1.63
487,162,11,B,1.53
791,162,11,A,2.63
1100,162,11,A,3.26
1304,162,11,F,1.64
881,167,11,A,2.42
95,187,11,B,3.16
128,187,11,C,2.71
308,187,11,F,2.18
431,187,11,C-,2.06
460,187,11,B-,2.9
531,187,11,C+,2.43
548,187,11,A,3.12
665,187,11,B,3.59
791,187,11,A-,2.63
797,187,11,D,1.71
1027,187,11,D,2.3
1207,187,11,F,2.92
1257,187,11,C+,2.58
119,192,11,P,3.55
242,192,11,P,2.18
105,193,11,D,1.67
231,193,11,D+,3.2
326,193,11,D,2.38
331,193,11,D,1.87
1012,193,11,A,3.7
105,214,11,D+,1.67
169,214,11,C+,2.52
432,214,11,C-,1.8
984,214,11,B,3.54
94,219,11,F,1.72
95,219,11,C+,3.16
127,219,11,B+,3.56
169,219,11,D,2.52
265,219,11,F,1.62
398,219,11,C-,2.24
432,219,11,D+,1.8
487,219,11,C,1.53
540,219,11,D+,2.28
564,219,11,C-,2.78
575,219,11,D,2.27
605,219,11,C,2.29
623,219,11,C-,2.85
661,219,11,B+,3.31
727,219,11,D+,2.48
775,219,11,A,3.8
869,219,11,B+,3.7
949,219,11,C-,2.3
979,219,11,F,1.85
984,219,11,A,3.54
1001,219,11,B-,2.86
1311,219,11,C,1.89
231,227,11,D+,3.2
326,227,11,D,2.38
331,227,11,D,1.87
575,227,11,C+,2.27
605,227,11,C,2.29
881,227,11,F,2.42
1012,227,11,B-,3.7
130,234,11,D,1.72
205,234,11,C+,2.11
218,234,11,B,2.81
350,234,11,C-,1.97
364,234,11,C-,2.65
453,234,11,C,2.4
504,234,11,B+,1.92
582,234,11,B,2.07
677,234,11,B-,2.26
795,234,11,B-,1.93
831,234,11,B,2.46
1173,234,11,A,3.26
94,257,11,C+,1.72
105,257,11,C-,1.67
127,257,11,B,3.56
169,257,11,C-,2.52
398,257,11,B-,2.24
432,257,11,D+,1.8
540,257,11,C-,2.28
564,257,11,C+,2.78
623,257,11,C+,2.85
661,257,11,B+,3.31
727,257,11,C+,2.48
775,257,11,A,3.8
869,257,11,B,3.7
949,257,11,B,2.3
979,257,11,C-,1.85
984,257,11,D+,3.54
1001,257,11,C,2.86
1311,257,11,D,1.89
308,280,11,A-,2.18
431,280,11,D+,2.06
548,280,11,B-,3.12
665,280,11,C+,3.59
1207,280,11,F(2),2.92
276,289,11,F(2),1.77
1048,289,11,F,1.76
1100,289,11,F,3.26
1304,289,11,F,1.64
242,303,11,A,2.18
391,303,11,A,2.5
573,303,11,B+,2.27
881,305,11,C+,2.42
1012,305,11,A,3.7
95,311,11,A-,3.16
128,311,11,C+,2.71
245,311,11,C,1.32
265,311,11,C,1.62
276,311,11,B,1.77
308,311,11,D,2.18
339,311,11,C-,1.63
460,311,11,D+,2.9
531,311,11,B,2.43
548,311,11,A,3.12
665,311,11,B,3.59
791,311,11,C+,2.63
797,311,11,C-,1.71
1027,311,11,C,2.3
1100,311,11,A,3.26
1257,311,11,B,2.58
94,313,11,C+,1.72
105,313,11,D,1.67
127,313,11,A,3.56
169,313,11,C+,2.52
231,313,11,C-,3.2
326,313,11,D+,2.38
331,313,11,C-,1.87
398,313,11,C,2.24
432,313,11,B-,1.8
540,313,11,D+,2.28
564,313,11,C-,2.78
605,313,11,C+,2.29
623,313,11,B-,2.85
661,313,11,A,3.31
727,313,11,D+,2.48
775,313,11,A,3.8
869,313,11,A,3.7
949,313,11,C-,2.3
979,313,11,D,1.85
984,313,11,A,3.54
1304,313,11,D,1.64
1311,313,11,C+,1.89
95,315,11,B-,3.16
128,315,11,B-,2.71
276,315,11,D+,1.77
308,315,11,D+,2.18
460,315,11,C+,2.9
531,315,11,C,2.43
548,315,11,A,3.12
665,315,11,B+,3.59
797,315,11,C-,1.71
1027,315,11,C,2.3
1048,315,11,C,1.76
1207,315,11,F(2),2.92
1257,315,11,C+,2.58
39,333,11,A-,3.52
119,333,11,A-,3.55
130,333,11,C-,1.72
205,333,11,A-,2.11
218,333,11,A,2.81
237,333,11,A-,3.58
242,333,11,B+,2.18
272,333,11,A-,2.96
354,333,11,A-,3.73
391,333,11,A,2.5
504,333,11,C-,1.92
573,333,11,B-,2.27
582,333,11,B+,2.07
601,333,11,A-,2.78
738,333,11,D,1.8
746,333,11,A-,3.48
831,333,11,A,2.46
846,333,11,A,3.91
980,333,11,B,2.11
1173,333,11,A,3.26
39,337,11,B+,3.52
119,337,11,A,3.55
135,337,11,B-,2.97
136,337,11,B+,2.9
210,337,11,B,2.6
226,337,11,B-,2.05
237,337,11,B,3.58
242,337,11,C+,2.18
272,337,11,B+,2.96
354,337,11,B+,3.73
391,337,11,B-,2.5
453,337,11,C+,2.4
504,337,11,C+,1.92
573,337,11,B-,2.27
601,337,11,B+,2.78
738,337,11,C-,1.8
746,337,11,A,3.48
831,337,11,B,2.46
846,337,11,A,3.91
980,337,11,C+,2.11
1173,337,11,A,3.26
39,343,11,W,3.52
119,343,11,A,3.55
130,343,11,F,1.72
135,343,11,B-,2.97
136,343,11,B,2.9
205,343,11,D+,2.11
218,343,11,A,2.81
226,343,11,C-,2.05
237,343,11,B+,3.58
242,343,11,C+,2.18
272,343,11,A,2.96
350,343,11,D+,1.97
354,343,11,A-,3.73
364,343,11,C-,2.65
391,343,11,D,2.5
453,343,11,C,2.4
504,343,11,C-,1.92
573,343,11,W,2.27
582,343,11,C-,2.07
601,343,11,A,2.78
677,343,11,D+,2.26
746,343,11,A,3.48
795,343,11,D+,1.93
831,343,11,B-,2.46
846,343,11,A,3.91
980,343,11,C-,2.11
1173,343,11,B,3.26
39,345,11,A,3.52
119,345,11,A,3.55
135,345,11,B-,2.97
136,345,11,B,2.9
210,345,11,B-,2.6
226,345,11,C,2.05
237,345,11,A,3.58
242,345,11,B-,2.18
272,345,11,B,2.96
354,345,11,A,3.73
391,345,11,A,2.5
573,345,11,A-,2.27
601,345,11,A,2.78
746,345,11,A,3.48
846,345,11,A,3.91
980,345,11,C,2.11
39,348,11,B+,3.52
119,348,11,B,3.55
135,348,11,C,2.97
136,348,11,B-,2.9
210,348,11,B-,2.6
226,348,11,D,2.05
237,348,11,B+,3.58
242,348,11,C,2.18
272,348,11,C,2.96
354,348,11,B,3.73
391,348,11,D,2.5
573,348,11,C,2.27
601,348,11,A,2.78
746,348,11,A,3.48
846,348,11,A,3.91
980,348,11,C-,2.11
94,356,11,D,1.72
127,356,11,C-,3.56
231,356,11,A,3.2
326,356,11,A-,2.38
331,356,11,F,1.87
398,356,11,C,2.24
540,356,11,B-,2.28
564,356,11,B+,2.78
575,356,11,B,2.27
605,356,11,D+,2.29
623,356,11,C,2.85
661,356,11,A,3.31
727,356,11,D+,2.48
775,356,11,A,3.8
869,356,11,A,3.7
949,356,11,D+,2.3
1001,356,11,D+,2.86
1311,356,11,C-,1.89
94,358,11,C,1.72
127,358,11,A,3.56
540,358,11,C+,2.28
575,358,11,C+,2.27
623,358,11,B-,2.85
727,358,11,B,2.48
210,11,12,A,2.6
272,11,12,A,2.96
846,11,12,A,3.91
130,23,12,C+,1.72
265,23,12,C-,1.62
391,23,12,C+,2.5
130,36,12,C,1.72
582,36,12,A,2.07
354,44,12,A,3.73
354,54,12,A,3.73
980,54,12,A,2.11
242,88,12,B,2.18
105,98,12,C,1.67
504,98,12,D+,1.92
984,98,12,C+,3.54
1027,98,12,B,2.3
242,102,12,A,2.18
391,102,12,A,2.5
746,102,12,A,3.48
391,130,12,B,2.5
136,140,12,A-,2.9
601,140,12,A-,2.78
206,162,12,A,2
294,162,12,A,2.3
575,162,12,A-,2.27
1304,162,12,B,1.64
294,227,12,C+,2.3
95,234,12,B+,3.16
128,234,12,D,2.71
210,234,12,A,2.6
242,234,12,C+,2.18
276,234,12,C-,1.77
339,234,12,C+,1.63
354,234,12,A,3.73
460,234,12,C+,2.9
665,234,12,C+,3.59
791,234,12,D+,2.63
846,234,12,A,3.91
980,234,12,C+,2.11
1027,234,12,C+,2.3
1100,234,12,A,3.26
1257,234,12,B-,2.58
105,236,12,C-,1.67
231,257,12,C-,3.2
245,257,12,C-,1.32
575,257,12,C+,2.27
605,257,12,C+,2.29
756,257,12,C-,1.67
210,288,12,B-,2.6
218,289,12,A,2.81
276,289,12,D,1.77
350,289,12,D+,1.97
453,289,12,C-,2.4
582,289,12,D,2.07
601,289,12,C+,2.78
677,289,12,B,2.26
831,289,12,B,2.46
846,289,12,A,3.91
1100,289,12,B+,3.26
1173,289,12,B-,3.26
746,303,12,A,3.48
128,313,12,C,2.71
242,313,12,C,2.18
245,313,12,B,1.32
797,313,12,A,1.71
119,351,12,A,3.55
128,351,12,A,2.71
136,351,12,A-,2.9
218,351,12,A,2.81
265,351,12,B-,1.62
339,351,12,A,1.63
431,351,12,C+,2.06
601,351,12,A,2.78
665,351,12,A,3.59
738,351,12,B-,1.8
746,351,12,A,3.48
831,351,12,A,2.46
846,351,12,A,3.91
1027,351,12,B-,2.3
1173,351,12,A,3.26
1257,351,12,B,2.58
331,356,12,B-,1.87
756,356,12,A,1.67
135,14,13,A,2.97
136,14,13,A,2.9
487,14,13,C+,1.53
504,14,13,C,1.92
579,14,13,F(2),0
738,14,13,C-,1.8
105,16,13,F,1.67
326,16,13,C-,2.38
575,16,13,C,2.27
1311,16,13,C+,1.89
105,31,13,D+,1.67
432,31,13,D+,1.8
979,31,13,D,1.85
12,35,13,F(2),0
14,35,13,B,3.61
42,35,13,C,2.53
110,35,13,B-,2.82
201,35,13,C+,1.92
207,35,13,C-,3.28
220,35,13,C+,0.76
260,35,13,B-,2.22
290,35,13,D,1.78
297,35,13,D+,2.59
361,35,13,C,2.09
410,35,13,A,3.35
484,35,13,C-,2.58
514,35,13,A,3.82
533,35,13,C+,2.91
535,35,13,B,2.88
556,35,13,C+,3.56
713,35,13,B,3.32
729,35,13,F(2),
830,35,13,F,2.37
831,35,13,W,2.46
881,35,13,C-,2.42
891,35,13,B,2.93
975,35,13,C,3.1
986,35,13,D+,1.46
1113,35,13,B-,2.18
1199,35,13,D,2.3
1213,35,13,W,0.56
1245,35,13,F,2.32
1321,35,13,D,2.42
432,36,13,D,1.8
979,36,13,D,1.85
1304,36,13,C,1.64
127,41,13,B+,3.56
135,41,13,B,2.97
136,41,13,B-,2.9
231,41,13,C-,3.2
293,41,13,C,3.03
326,41,13,D,2.38
331,41,13,C,1.87
381,41,13,C+,3.22
398,41,13,D,2.24
487,41,13,F,1.53
540,41,13,D,2.28
564,41,13,C,2.78
605,41,13,C-,2.29
623,41,13,B-,2.85
661,41,13,B-,3.31
727,41,13,C,2.48
756,41,13,F,1.67
775,41,13,A,3.8
869,41,13,B,3.7
949,41,13,C,2.3
1001,41,13,B,2.86
1304,41,13,F,1.64
1311,41,13,C-,1.89
95,44,13,C,3.16
128,44,13,C,2.71
130,44,13,D+,1.72
205,44,13,D+,2.11
218,44,13,B-,2.81
226,44,13,C,2.05
245,44,13,D,1.32
265,44,13,F,1.62
308,44,13,B-,2.18
339,44,13,F,1.63
350,44,13,C+,1.97
364,44,13,C+,2.65
431,44,13,D+,2.06
453,44,13,C+,2.4
460,44,13,D,2.9
504,44,13,B-,1.92
548,44,13,B-,3.12
582,44,13,C-,2.07
665,44,13,C,3.59
677,44,13,B-,2.26
